question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Caça ao Tesouro_2011,Médio,2.625415002999944,1667,0.00184125,AC,0.05073896500016417,22,0,0,0,0,22
Gomoku,Médio,2.4132760020002024,1974,0.0021096,AC,0.04928425900016009,30,0,0,0,0,30
Notas da Prova,Fácil,1.415995778999786,1006,0.00057795,AC,0.03576331800013577,20,0,0,0,0,20
Jogo da Vida,Médio,2.1715350539998326,2556,0.00227295,AC,0.19606422700053372,19,0,0,0,0,19
Muro,Médio,5.345639596998808,2599,0.00167685,WA,0.06485606000023836,3,38,0,0,0,41
O Chefe,Médio,5.654527520997362,2436,0.0046476,WA,0.24873276499965868,0,28,0,0,0,28
Proteja sua senha,Médio,2.4882147569987865,1593,0.00213435,WA,0.02721025600021676,5,5,0,0,0,10
Chinelos,Fácil,3.664946728000359,1121,0.0008994,AC,0.03183275900028093,16,0,0,0,0,16
Jogo dos copos,Fácil,1.7565433349991508,1282,0.00106395,AC,0.07457345199964038,50,0,0,0,0,50
Tiro ao Alvo,Médio,2.134204686000885,1314,0.0013554,WA,0.4126029799999742,5,36,0,0,0,41
Robô_2021,Médio,1.6366105070010235,1268,0.00116715,AC,0.07047184899965941,50,0,0,0,0,50
Transportes,Difícil,2.195509106000827,2281,0.00213225,WA,2.197379252999781,65,42,0,0,0,107
Jogo de Dominós,Fácil,1.0324344410000776,809,0.00050745,AC,0.07666780399995332,42,0,0,0,0,42
Arco e flecha,Médio,2.394020480998733,1332,0.0016155,WA,2.0305647089999184,1,38,0,0,0,39
Móbile,Médio,2.5660618529982457,2039,0.0014524499999999,RE,0.218818010999712,0,0,103,0,0,103
Campo de Minhocas,Fácil,1.3924572949981666,1354,0.0011859,AC,0.048031454000010854,20,0,0,0,0,20
Entrega de Caixas,Fácil,1.2612888229996315,1008,0.00050805,WA,0.03964528599954065,17,5,0,0,0,22
Cinema,Fácil,1.0183250789996237,606,0.00054135,AC,0.03778034500010108,20,0,0,0,0,20
Montanha,Médio,1.2215982410016295,963,0.0004779,AC,0.05085658199914178,33,0,0,0,0,33
Torre,Médio,1.8248975880014768,1107,0.001377,WA,0.7985998059994017,0,33,0,0,0,33
Mesa redonda,Fácil,1.810688885001582,1077,0.00075825,WA,0.0761622019999777,17,48,0,0,0,65
Pizzaria,Fácil,0.9290251140009786,1099,0.00053925,AC,0.02553186699969956,10,0,0,0,0,10
Redes de Descanso,Médio,2.0737253000006604,1397,0.00148485,WA,0.24634034799964866,11,24,0,0,0,35
Mancha,Médio,5.130340984000213,2301,0.0030537,TLE,3.000164231999406,7,0,0,23,0,30
Escher,Fácil,1.6028208800016728,982,0.0008025,AC,0.09605527399980929,54,0,0,0,0,54
Nova avenida,Fácil,1.3670876949981905,1065,0.00099045,AC,0.101467849999608,12,0,0,0,0,12
Game Show,Fácil,0.8464748619990132,1201,0.0005487,AC,0.04107843400015554,25,0,0,0,0,25
Manchas de pele,Difícil,4.031039072000567,1404,0.00200655,AC,1.0919894199996634,61,0,0,0,0,61
Castelos da Nlogônia,Médio,4.557152327997756,1539,0.0022023,AC,0.062064433000159624,36,0,0,0,0,36
Capitais,Difícil,2.232297315000324,1147,0.0018861,WA,0.37412322300042433,1,37,0,0,0,38
Quadrado Mágico_2022,Médio,5.07948612600012,1296,0.00300825,WA,0.04110983299960935,0,20,0,0,0,20
Piloto Automático,Fácil,1.3938788619998377,854,0.00048495,AC,0.029238215999612294,17,0,0,0,0,17
Falta uma,Fácil,1.658868315997097,917,0.0010326,RE,0.12253584900008718,0,0,28,0,0,28
Palavras Cruzadas_2020,Médio,1.450077785000758,1332,0.00104805,AC,0.05662201599989203,20,0,0,0,0,20
Piso da escola,Fácil,1.6288294450023386,1266,0.0006111,WA,0.04784185900007287,5,25,0,0,0,30
Ônibus,Médio,2.171289649002574,1184,0.00169275,RE,0.11078982900016854,0,0,19,0,0,19
Chocolate em barra,Fácil,1.638230991000455,1073,0.0010209,RE,0.1462067520005803,0,0,28,0,0,28
Campo Minado,Fácil,1.7412142869980016,988,0.0010374,AC,0.06894700300017576,48,0,0,0,0,48
Fila_2025,Médio,3.4199485429999186,1596,0.0010701,AC,0.17005324799993105,26,0,0,0,0,26
Jogo dos Pinos,Fácil,2.139570420000382,1339,0.001365,AC,0.030222829000194906,16,0,0,0,0,16
Diagonal,Médio,8.920398956001009,1339,0.0013065,WA,3.0,12,32,0,2,0,46
Sr. Toupeira,Médio,2.0014845629993943,1601,0.00177285,AC,0.4100869000003513,26,0,0,0,0,26
Sr. Sapo,Difícil,4.434629555998981,1528,0.0025282499999999,AC,0.12803300999985368,29,0,0,0,0,29
Duende Perdido,Médio,4.647670499001833,1600,0.0021237,AC,0.04429607299971394,20,0,0,0,0,20
Bingo!,Médio,1.8688850729995463,1228,0.0015297,TLE,3.0,0,27,0,8,0,35
Ponto do meio,Fácil,1.5715960779998568,997,0.00050055,RE,0.15654292000090209,0,0,31,0,0,31
Game-10,Fácil,1.6389343939990797,1006,0.0007008,WA,0.0715101699997831,20,26,0,0,0,46
TV da Vovó,Médio,2.384878058997856,2055,0.00191115,TLE,3.0,1,7,0,2,0,10
Dança Indígena,Difícil,3.789652553001361,1938,0.00329175,TLE,3.0,5,10,0,15,0,30
Chuva_2016,Médio,1.867532480999216,1145,0.00141195,AC,0.33116930599953776,40,0,0,0,0,40
