question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Nota cortada,Fácil,16.93374205999862,3829,0.0262179999999999,AC,0.367658000001029,65,0,0,0,0,65
Gráfico de Barras,Fácil,25.06121108400112,3684,0.0217179999999999,AC,0.1470275000010588,22,0,0,0,0,22
Tesouro,Médio,30.37295265499779,7675,0.04666,AC,0.4623406000009709,54,0,0,0,0,54
Relógios,Difícil,114.53212550399984,18051,0.194222,AC,0.3615346000005957,48,0,0,0,0,48
Cabo de guerra,Fácil,11.427962803998524,3145,0.01744,AC,0.41815690000112227,76,0,0,0,0,76
Toupeira,Médio,23.716094545998203,5319,0.040788,AC,0.6791506999998091,26,0,0,0,0,26
Copa,Fácil,11.419057873001291,2322,0.019424,AC,0.40782469999976456,58,0,0,0,0,58
Corredor,Médio,13.20962610100105,3255,0.02094,AC,0.28489209999861487,30,0,0,0,0,30
Linhas de Ônibus,Médio,40.49598605600113,7153,0.064286,AC,0.4280735000011191,65,0,0,0,0,65
Câmeras,Médio,38.83885071400073,6254,0.054468,AC,0.45791729999837116,60,0,0,0,0,60
Passatempo,Médio,69.99469882799895,10279,0.102048,AC,0.23689480000030017,30,0,0,0,0,30
Trilhas,Médio,23.343452745000832,4356,0.030562,AC,0.19741009999961534,20,0,0,0,0,20
Escada perfeita,Médio,21.6911801990027,4536,0.035642,WA,0.2661478999998508,59,1,0,0,0,60
Sequência Secreta,Médio,17.896772406998934,3099,0.018118,AC,0.14870080000036978,19,0,0,0,0,19
Cortando o Papel,Médio,81.62558458700005,12638,0.134576,AC,0.521403000000646,22,0,0,0,0,22
Acelerador de Partículas,Fácil,16.44071337800051,3283,0.021786,AC,0.29153909999877214,39,0,0,0,0,39
Teleférico,Fácil,10.671290221001982,2784,0.0154779999999999,AC,0.22853289999875415,36,0,0,0,0,36
Catálogo de Músicas,Difícil,162.62280332399678,13179,0.135408,AC,0.5706220000010944,26,0,0,0,0,26
Fissura Perigosa,Médio,21.685771168999054,4493,0.032506,AC,0.3145822999995289,34,0,0,0,0,34
Jogo de Tabuleiro,Médio,34.47570353899937,5742,0.048034,AC,0.21668580000005022,28,0,0,0,0,28
Fuga,Difícil,283.7282832329984,29824,0.336178,AC,0.2378076000004512,34,0,0,0,0,34
Jardim de infância,Médio,72.08457645800081,12905,0.1208,AC,0.26357070000085514,80,0,0,0,0,80
Jogo de Cartas,Fácil,19.09943788400051,4187,0.030574,AC,0.3737087999998039,60,0,0,0,0,60
Móbile_2015,Fácil,9.448270968001452,2334,0.011118,AC,0.21384410000064236,30,0,0,0,0,30
Transporte de Contêineres,Fácil,26.81365497099977,3492,0.022454,AC,0.32177860000047076,49,0,0,0,0,49
Jogo do Preto e Branco,Médio,61.033136883001134,9394,0.092828,AC,0.2428113999994821,40,0,0,0,0,40
Floresta,Fácil,29.667525701002887,4560,0.03591,AC,0.25224920000073325,33,0,0,0,0,33
Quadrado Mágico_2011,Fácil,37.92065061300309,6867,0.063054,AC,0.8929888000002393,53,0,0,0,0,53
Trio de Palitinhos,Médio,38.68227276000107,5471,0.044842,AC,0.49011419999987993,33,0,0,0,0,33
Setas,Médio,42.612875290000375,7373,0.069626,AC,0.654739999999947,60,0,0,0,0,60
