question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Caça ao Tesouro_2011,Médio,5.075588741001411,1847,0.008925,AC,0.22243280000111554,22,0,0,0,0,22
Gomoku,Médio,5.842302044002281,1989,0.008751,AC,0.283982200000537,30,0,0,0,0,30
Notas da Prova,Fácil,3.580039744996612,1164,0.004332,AC,0.20281679999970947,20,0,0,0,0,20
Jogo da Vida,Médio,5.925517264000519,2183,0.011289,AC,0.6163728999999876,19,0,0,0,0,19
Muro,Médio,8.846426467996935,2930,0.014538,AC,0.2989694999996573,41,0,0,0,0,41
O Chefe,Médio,12.857706577997304,3095,0.023613,AC,0.6127050000013696,28,0,0,0,0,28
Proteja sua senha,Médio,10.41087389400127,2023,0.013545,WA,0.10963509999965027,5,5,0,0,0,10
Chinelos,Fácil,2.594818718996976,1261,0.004959,AC,0.1452038999996148,16,0,0,0,0,16
Jogo dos copos,Fácil,3.500397414998588,1441,0.006303,AC,0.4043701000009605,50,0,0,0,0,50
Tiro ao Alvo,Médio,7.596602052002709,1726,0.010458,AC,0.4452722000005451,41,0,0,0,0,41
Robô_2021,Médio,3.677642915998149,1358,0.005058,WA,0.3567927000003692,33,17,0,0,0,50
Transportes,Difícil,10.20699635100027,3045,0.017715,TLE,3.0,98,0,0,9,0,107
