question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Visita entre cidades,Médio,2.8684474199999386,964,0.0046475,AC,0.08842999299940857,19,0,0,0,0,19
Jardim de infância,Médio,10.097162753999784,1787,0.0132424999999999,AC,0.08897452800010797,80,0,0,0,0,80
Jogo de Cartas,Fácil,2.2528738549999616,988,0.0041325,AC,0.3684686150008929,60,0,0,0,0,60
Móbile_2015,Fácil,1.5969160330000705,576,0.002115,AC,0.05019565899965528,30,0,0,0,0,30
Transporte de Contêineres,Fácil,1.4406169119997685,876,0.002915,AC,0.07179670499954227,49,0,0,0,0,49
Jogo do Preto e Branco,Médio,6.231654270000036,1282,0.0086925,AC,0.07063531600033457,40,0,0,0,0,40
Floresta,Fácil,1.8982924060001096,820,0.0032875,WA,0.05955268900015653,1,32,0,0,0,33
Quadrado Mágico_2011,Fácil,3.473722887000349,1019,0.0056225,WA,2.4436329740001383,52,1,0,0,0,53
Trio de Palitinhos,Médio,2.35822740499998,1080,0.0045,AC,0.17928575899986754,33,0,0,0,0,33
Setas,Médio,5.813168570000016,1171,0.008365,AC,0.7726931589995729,60,0,0,0,0,60
Cavalos,Médio,2.1750167720001627,799,0.003185,RE,0.08539847799966083,20,0,3,0,0,23
Avenida,Fácil,1.140495281999847,714,0.00211,AC,0.09737156699975458,28,0,0,0,0,28
Dobradura,Fácil,1.8934255899998789,762,0.003305,AC,0.03961810000055266,10,0,0,0,0,10
Sinuca,Médio,1.894490342000153,761,0.0030775,AC,0.12476943199999369,40,0,0,0,0,40
Campeonato_2018,Fácil,2.5703834770001777,1107,0.00448,AC,0.11343659399972239,48,0,0,0,0,48
Burocracia,Difícil,8.882581847999973,2333,0.0146575,RE,2.0369619480006804,0,5,48,0,0,53
Telefone,Fácil,3.689443561000189,919,0.0041475,RE,0.21098631999939244,12,0,51,0,0,63
Segredo do Cofre,Médio,3.302728935000232,1076,0.0054775,WA,0.32319983599973057,0,32,0,0,0,32
Chuva_2019,Médio,3.850989283000217,1217,0.006205,TLE,3.0,23,0,0,12,0,35
Metrô da Nlogônia,Difícil,5.568743336999887,1380,0.0085,WA,1.071604503999879,6,32,0,0,0,38
Torres de Hanói,Fácil,1.8935135109995824,818,0.0031575,AC,0.02650318599989987,10,0,0,0,0,10
Atletismo,Fácil,1.9135358029998315,991,0.0037025,AC,0.2016434080005638,41,0,0,0,0,41
Amigos,Médio,2.988613340000029,1925,0.007425,WA,0.3544140750000224,10,42,0,0,0,52
Remove Dígitos,Médio,2.4517029520002325,762,0.0030925,AC,0.18236905399953685,30,0,0,0,0,30
Trio de Bonecas,Difícil,5.45329667499982,1361,0.0075275,WA,1.329447037999671,54,22,0,0,0,76
Teclado,Fácil,4.55176338199999,1077,0.0063425,AC,0.1203625779999129,27,0,0,0,0,27
